project_id,state,project_type,total_land_required_hectares,land_acquired_percent,pending_approvals,compensation_pending_percent,legal_cases,affected_families,rr_completed_percent,possession_percent,planned_duration_months,environmental_clearance,forest_clearance,previous_delay_days,delay_days,delay_risk,project_status
LA02125,Haryana,Highway,168.5,64.1,4,58.2,3,130,31.9,38.4,32,Not Required,Pending,0,242,Medium,In Progress
LA02126,Madhya Pradesh,Power Transmission,88.4,44.1,2,46.5,1,45,14.5,22.6,73,Pending,Approved,26,224,Medium,Early Stage
LA02127,Rajasthan,Railway,22.7,74.1,0,27.7,3,14,75.3,58.0,77,Pending,Pending,15,32,Low,In Progress
LA02128,Kerala,Railway,40.8,59.8,1,30.4,3,15,43.0,62.0,49,Pending,Not Required,39,201,Medium,Early Stage
LA02129,Gujarat,Irrigation,153.9,86.4,2,0.0,2,54,45.6,71.5,82,Approved,Approved,28,96,Medium,In Progress
LA02130,Rajasthan,Railway,121.6,50.9,1,60.6,3,29,48.4,39.4,72,Approved,Not Required,100,203,Medium,Early Stage
LA02131,Haryana,Railway,20.0,60.7,2,27.1,1,6,34.3,29.6,62,Approved,Approved,0,84,Low,In Progress
LA02132,Himachal Pradesh,Industrial Corridor,154.1,72.9,0,9.9,6,64,75.6,60.0,69,Approved,Approved,89,151,Medium,In Progress
LA02133,Bihar,Highway,23.7,70.8,2,34.6,3,17,45.5,51.3,81,Pending,Approved,61,176,Medium,In Progress
LA02134,Telangana,Railway,284.5,84.4,0,23.5,1,126,57.2,86.2,76,Approved,Approved,81,19,Low,In Progress
LA02135,Andhra Pradesh,Railway,107.5,65.6,2,59.5,4,110,28.4,57.8,32,Pending,Not Required,0,213,Medium,In Progress
LA02136,Punjab,Industrial Corridor,60.7,68.8,2,38.0,2,21,72.5,65.2,61,Approved,Approved,52,137,Medium,In Progress
LA02137,Bihar,Highway,208.9,41.9,1,66.0,3,240,17.5,26.5,52,Approved,Approved,123,361,High,Early Stage
LA02138,Maharashtra,Highway,121.6,81.2,2,33.9,2,57,53.1,77.1,67,Pending,Not Required,64,142,Medium,In Progress
LA02139,Bihar,Industrial Corridor,277.6,55.1,1,32.5,2,240,25.3,48.8,22,Pending,Not Required,64,212,Medium,Early Stage
LA02140,Andhra Pradesh,Highway,96.4,89.3,1,51.1,5,104,50.1,85.4,84,Pending,Pending,56,196,Medium,In Progress
LA02141,Haryana,Railway,101.3,70.5,3,50.8,4,28,59.6,54.8,23,Approved,Not Required,72,225,Medium,In Progress
LA02142,Assam,Industrial Corridor,70.6,45.6,5,51.9,1,17,64.2,26.5,51,Not Required,Pending,0,225,Medium,Early Stage
LA02143,Himachal Pradesh,Industrial Corridor,112.6,31.5,2,66.1,1,72,34.2,2.3,17,Pending,Not Required,14,335,High,Early Stage
LA02144,Kerala,Highway,381.2,72.8,0,34.2,5,76,28.0,78.1,36,Approved,Approved,0,68,Low,In Progress
LA02145,Telangana,Irrigation,58.7,70.7,2,34.0,2,37,67.0,52.9,78,Pending,Approved,0,43,Low,In Progress
LA02146,Andhra Pradesh,Industrial Corridor,156.1,78.3,4,32.9,1,150,57.4,50.5,83,Approved,Pending,49,162,Medium,In Progress
LA02147,Tamil Nadu,Railway,42.6,61.8,1,61.4,7,44,32.8,59.2,50,Approved,Not Required,33,201,Medium,In Progress
LA02148,Uttarakhand,Industrial Corridor,20.0,94.6,3,32.9,1,13,75.8,95.2,45,Pending,Pending,46,89,Low,Near Completion
LA02149,Chhattisgarh,Industrial Corridor,107.4,81.2,2,25.4,3,75,49.9,68.0,48,Not Required,Approved,55,165,Medium,In Progress
LA02150,Assam,Airport,123.3,91.0,2,22.7,2,24,92.4,78.2,69,Approved,Approved,0,35,Low,Near Completion
LA02151,Rajasthan,Metro,82.0,53.3,1,21.9,5,45,48.4,45.1,60,Approved,Approved,0,84,Low,Early Stage
LA02152,Rajasthan,Industrial Corridor,25.2,75.4,2,30.3,2,5,39.9,67.8,60,Approved,Approved,30,91,Medium,In Progress
LA02153,Assam,Power Transmission,116.6,62.2,1,43.3,4,106,48.1,46.8,75,Approved,Pending,17,200,Medium,In Progress
LA02154,Bihar,Metro,112.9,47.1,3,49.1,4,92,0.0,21.7,80,Pending,Approved,118,348,High,Early Stage
LA02155,Haryana,Irrigation,42.3,43.9,0,48.4,1,45,24.5,33.9,50,Approved,Approved,0,85,Low,Early Stage
LA02156,West Bengal,Industrial Corridor,28.5,47.7,3,35.9,0,16,53.2,46.7,32,Approved,Pending,90,231,Medium,Early Stage
LA02157,Andhra Pradesh,Irrigation,72.6,76.2,2,39.0,0,86,79.3,57.7,23,Approved,Pending,0,138,Medium,In Progress
LA02158,Kerala,Power Transmission,156.8,48.4,2,55.7,2,135,28.4,25.7,14,Approved,Approved,14,248,Medium,Early Stage
LA02159,Chhattisgarh,Highway,128.3,53.8,1,41.5,6,72,41.4,52.9,78,Pending,Not Required,5,194,Medium,Early Stage
LA02160,Rajasthan,Highway,42.6,78.5,0,27.9,2,35,61.7,63.6,40,Approved,Approved,0,74,Low,In Progress
LA02161,Chhattisgarh,Metro,101.1,90.2,0,20.1,2,109,83.0,81.5,49,Pending,Approved,0,55,Low,Near Completion
LA02162,Uttar Pradesh,Railway,191.3,30.5,2,57.1,4,123,9.0,30.9,40,Approved,Approved,74,350,High,Early Stage
LA02163,Andhra Pradesh,Metro,33.2,80.5,2,32.1,2,5,78.4,50.8,76,Approved,Pending,63,189,Medium,In Progress
LA02164,Uttarakhand,Irrigation,95.0,72.4,2,10.3,2,22,59.0,53.5,27,Approved,Not Required,61,74,Low,In Progress
LA02165,Himachal Pradesh,Power Transmission,281.1,59.7,1,31.5,0,272,48.9,36.9,77,Approved,Pending,42,151,Medium,Early Stage
LA02166,Uttarakhand,Railway,30.5,58.1,1,22.8,3,19,48.4,40.5,43,Approved,Approved,76,177,Medium,Early Stage
LA02167,Rajasthan,Industrial Corridor,240.4,52.3,2,34.7,4,273,39.6,34.3,40,Approved,Pending,43,207,Medium,Early Stage
LA02168,Chhattisgarh,Highway,356.5,92.8,3,33.6,5,274,86.5,82.5,50,Approved,Approved,29,45,Low,Near Completion
LA02169,Uttarakhand,Metro,74.5,50.3,5,30.4,5,76,24.6,48.1,62,Approved,Approved,30,268,Medium,Early Stage
LA02170,Himachal Pradesh,Highway,67.3,45.1,4,26.0,4,70,18.4,35.4,80,Not Required,Pending,0,307,High,Early Stage
LA02171,Maharashtra,Metro,216.6,37.8,5,33.2,5,137,21.7,5.4,39,Approved,Approved,17,272,High,Early Stage
LA02172,Haryana,Metro,76.8,89.8,0,23.8,3,15,97.8,76.1,66,Approved,Approved,23,5,Low,In Progress
LA02173,Himachal Pradesh,Industrial Corridor,20.0,77.1,0,36.2,4,5,79.7,65.8,25,Approved,Not Required,11,80,Low,In Progress
LA02174,Jharkhand,Airport,82.8,71.7,2,30.8,0,60,44.2,65.2,76,Approved,Approved,0,70,Low,In Progress
LA02175,Uttar Pradesh,Railway,134.3,61.4,0,11.2,4,32,42.7,23.1,58,Approved,Approved,65,180,Medium,In Progress
LA02176,Jharkhand,Highway,168.9,40.1,3,39.4,3,166,21.6,33.5,43,Pending,Approved,0,260,Medium,Early Stage
LA02177,Karnataka,Highway,42.6,72.5,2,49.8,3,9,59.2,72.9,67,Not Required,Not Required,33,120,Medium,In Progress
LA02178,West Bengal,Power Transmission,71.6,68.0,1,33.7,3,48,45.6,56.3,46,Approved,Not Required,54,94,Medium,In Progress
LA02179,Kerala,Power Transmission,206.5,82.6,1,0.0,2,195,53.8,77.2,52,Pending,Not Required,0,66,Low,In Progress
LA02180,West Bengal,Railway,85.5,80.7,0,15.7,1,97,56.8,63.8,77,Approved,Approved,0,35,Low,In Progress
LA02181,Punjab,Highway,24.5,44.7,2,20.4,2,23,36.7,35.7,75,Pending,Approved,37,277,High,Early Stage
LA02182,Uttar Pradesh,Railway,257.8,88.3,1,15.6,4,252,86.5,78.4,65,Pending,Pending,0,94,Medium,In Progress
LA02183,Kerala,Industrial Corridor,75.0,70.2,1,32.7,1,58,46.3,58.3,68,Approved,Approved,0,114,Medium,In Progress
LA02184,Kerala,Railway,227.6,75.4,1,26.6,4,170,59.6,69.7,68,Pending,Pending,37,93,Medium,In Progress
LA02185,Kerala,Highway,27.5,34.8,2,46.1,5,28,40.6,18.9,57,Approved,Approved,35,278,High,Early Stage
LA02186,Madhya Pradesh,Railway,81.2,55.9,1,64.3,2,65,29.6,45.9,47,Approved,Approved,40,130,Medium,Early Stage
LA02187,Rajasthan,Highway,138.8,67.3,1,35.6,3,118,53.1,37.9,71,Pending,Approved,95,236,Medium,In Progress
LA02188,Madhya Pradesh,Railway,83.6,68.9,3,27.9,4,80,62.3,64.0,73,Approved,Approved,82,159,Medium,In Progress
LA02189,West Bengal,Highway,32.9,48.7,3,52.5,3,34,46.1,41.8,49,Approved,Approved,2,210,Medium,Early Stage
LA02190,Odisha,Airport,20.0,99.4,3,24.7,1,5,97.1,60.8,34,Approved,Approved,0,31,Low,Near Completion
LA02191,Telangana,Metro,328.6,59.8,3,42.1,1,305,52.7,54.0,25,Approved,Approved,0,142,Medium,Early Stage
LA02192,Andhra Pradesh,Highway,111.1,57.5,5,71.3,2,32,44.0,38.3,47,Pending,Pending,73,299,High,Early Stage
LA02193,Madhya Pradesh,Metro,242.7,85.8,0,13.8,2,64,70.7,53.9,72,Approved,Pending,67,90,Medium,In Progress
LA02194,Uttar Pradesh,Metro,198.2,78.2,1,42.2,2,105,55.7,78.9,51,Pending,Approved,66,113,Medium,In Progress
LA02195,Punjab,Irrigation,149.5,51.5,1,55.7,4,120,56.3,38.5,37,Approved,Approved,69,247,Medium,Early Stage
LA02196,Chhattisgarh,Power Transmission,68.5,75.8,1,10.9,3,63,55.7,74.5,77,Approved,Approved,66,120,Medium,In Progress
LA02197,Madhya Pradesh,Highway,136.5,49.6,3,49.3,2,160,34.7,20.8,74,Approved,Approved,45,262,Medium,Early Stage
LA02198,Assam,Irrigation,304.2,88.7,0,9.7,7,289,55.4,75.1,34,Pending,Approved,142,202,Medium,In Progress
LA02199,Odisha,Industrial Corridor,96.6,63.0,2,36.3,2,47,40.6,38.9,18,Approved,Approved,15,153,Medium,In Progress
LA02200,Tamil Nadu,Industrial Corridor,453.3,69.9,1,46.5,5,435,60.8,36.5,70,Approved,Approved,0,125,Medium,In Progress
LA02201,Telangana,Railway,25.2,33.4,3,53.3,3,22,5.7,26.9,40,Pending,Approved,0,274,High,Early Stage
LA02202,Maharashtra,Railway,23.0,78.1,2,0.8,2,24,52.6,77.4,80,Approved,Not Required,30,0,Low,In Progress
LA02203,Maharashtra,Highway,208.5,51.7,1,51.1,6,156,32.9,45.4,38,Pending,Pending,15,256,Medium,Early Stage
LA02204,Rajasthan,Power Transmission,44.9,66.2,1,14.8,2,20,59.0,63.1,51,Approved,Not Required,78,103,Medium,In Progress
LA02205,West Bengal,Airport,511.2,72.5,3,24.4,2,84,67.4,36.6,39,Approved,Not Required,0,83,Low,In Progress
LA02206,Jharkhand,Railway,280.5,93.1,1,33.6,7,215,92.0,90.7,71,Pending,Pending,93,197,Medium,Near Completion
LA02207,Karnataka,Metro,347.0,78.7,0,12.7,2,203,48.5,61.5,27,Approved,Approved,57,92,Medium,In Progress
LA02208,Chhattisgarh,Highway,190.9,65.8,1,39.8,5,159,61.1,53.1,67,Approved,Not Required,0,132,Medium,In Progress
LA02209,Uttar Pradesh,Highway,41.1,89.0,2,12.3,2,12,70.7,87.6,51,Approved,Approved,74,70,Low,In Progress
LA02210,Karnataka,Airport,22.0,30.1,3,26.3,1,8,21.6,24.8,33,Approved,Pending,116,341,High,Early Stage
LA02211,Punjab,Metro,320.9,27.5,3,46.1,2,127,31.6,13.1,74,Pending,Pending,0,353,High,Early Stage
LA02212,Jharkhand,Irrigation,25.2,27.0,3,47.1,3,8,0.3,0.6,29,Approved,Pending,107,367,High,Early Stage
LA02213,Kerala,Airport,346.2,78.4,1,11.4,3,327,50.9,69.5,74,Pending,Pending,61,89,Low,In Progress
LA02214,Karnataka,Airport,159.0,71.3,5,31.0,3,90,37.2,57.4,67,Not Required,Approved,102,245,Medium,In Progress
LA02215,Karnataka,Irrigation,84.4,97.9,3,17.1,2,23,93.0,93.9,59,Pending,Not Required,41,23,Low,Near Completion
LA02216,Telangana,Highway,131.1,49.9,2,37.4,3,27,50.6,35.5,71,Not Required,Approved,23,182,Medium,Early Stage
LA02217,West Bengal,Industrial Corridor,133.7,82.7,2,19.7,5,115,45.9,76.1,64,Approved,Approved,72,213,Medium,In Progress
LA02218,Himachal Pradesh,Industrial Corridor,75.8,84.3,2,31.8,7,38,43.1,77.1,24,Not Required,Not Required,0,203,Medium,In Progress
LA02219,Madhya Pradesh,Highway,302.4,72.7,2,13.4,5,273,63.5,42.3,73,Approved,Pending,55,193,Medium,In Progress
LA02220,Tamil Nadu,Highway,293.7,40.5,2,62.3,1,163,17.4,49.8,14,Pending,Approved,30,301,High,Early Stage
LA02221,Uttarakhand,Highway,102.8,54.2,0,32.5,1,76,50.6,56.1,34,Approved,Not Required,0,138,Medium,Early Stage
LA02222,Tamil Nadu,Highway,54.1,72.8,8,25.6,3,59,81.5,66.1,75,Pending,Not Required,0,123,Medium,In Progress
LA02223,Maharashtra,Metro,273.2,90.3,1,9.1,6,239,54.8,74.5,44,Approved,Pending,0,82,Low,Near Completion
LA02224,Andhra Pradesh,Highway,20.0,91.5,2,5.4,4,10,77.7,76.2,24,Approved,Not Required,7,46,Low,Near Completion
LA02225,Andhra Pradesh,Airport,131.3,52.5,2,53.4,5,135,35.9,50.5,56,Not Required,Approved,71,266,Medium,Early Stage
LA02226,Kerala,Highway,168.8,58.2,4,27.9,4,68,67.5,59.5,76,Pending,Approved,0,189,Medium,Early Stage
LA02227,Assam,Highway,44.5,96.0,2,23.5,5,29,48.8,84.4,43,Pending,Approved,13,150,Medium,Near Completion
LA02228,Uttarakhand,Railway,206.0,40.0,1,52.9,6,196,10.1,35.7,40,Pending,Approved,0,309,High,Early Stage
LA02229,Madhya Pradesh,Highway,88.0,60.6,3,33.6,2,95,48.1,67.7,80,Approved,Approved,19,50,Low,In Progress
LA02230,Himachal Pradesh,Power Transmission,56.6,49.9,2,56.1,2,43,58.8,35.6,50,Pending,Approved,0,228,Medium,Early Stage
LA02231,Kerala,Railway,204.1,41.8,0,48.2,3,39,27.4,41.8,42,Approved,Approved,95,226,Medium,Early Stage
LA02232,Gujarat,Highway,35.8,77.0,2,1.3,5,13,46.1,55.5,73,Approved,Approved,29,85,Low,In Progress
LA02233,Uttarakhand,Highway,188.4,52.8,2,33.2,2,128,13.9,36.6,80,Approved,Pending,72,325,High,Early Stage
LA02234,Karnataka,Railway,20.0,73.9,1,62.9,4,11,62.1,54.0,76,Approved,Approved,10,114,Medium,In Progress
LA02235,Odisha,Airport,114.8,64.7,4,35.0,1,70,27.9,64.9,32,Pending,Approved,114,240,Medium,In Progress
LA02236,Jharkhand,Irrigation,93.4,51.1,2,40.9,2,46,70.6,14.3,64,Pending,Not Required,0,134,Medium,Early Stage
LA02237,Uttar Pradesh,Railway,56.9,78.6,3,39.1,4,16,60.9,73.9,52,Pending,Approved,93,187,Medium,In Progress
LA02238,Madhya Pradesh,Airport,125.4,63.3,2,52.7,3,26,48.4,74.7,61,Approved,Approved,41,135,Medium,In Progress
LA02239,West Bengal,Metro,84.1,40.9,3,36.1,4,47,26.1,8.8,73,Approved,Not Required,42,349,High,Early Stage
LA02240,Assam,Irrigation,220.6,89.3,0,21.1,2,66,54.1,95.8,44,Not Required,Not Required,0,67,Low,In Progress
LA02241,Uttar Pradesh,Metro,144.9,84.4,0,23.6,0,107,60.1,68.7,31,Approved,Not Required,48,13,Low,In Progress
LA02242,Punjab,Highway,132.3,83.5,1,6.5,4,64,69.9,100.0,30,Approved,Approved,94,126,Medium,In Progress
LA02243,West Bengal,Industrial Corridor,115.4,63.5,3,32.5,5,134,61.9,34.5,36,Pending,Pending,0,231,Medium,In Progress
LA02244,Karnataka,Irrigation,60.3,82.4,1,27.3,0,69,61.5,66.2,47,Approved,Not Required,0,0,Low,In Progress
LA02245,Haryana,Metro,69.6,88.1,1,19.1,2,30,63.6,75.4,72,Pending,Approved,110,121,Medium,In Progress
LA02246,Chhattisgarh,Power Transmission,111.2,57.0,4,63.1,3,79,44.6,38.8,28,Approved,Approved,36,204,Medium,Early Stage
LA02247,Odisha,Irrigation,77.7,73.4,1,39.1,2,19,43.7,57.0,31,Pending,Approved,0,88,Low,In Progress
LA02248,Tamil Nadu,Highway,231.5,69.9,0,35.7,5,96,77.8,70.4,48,Approved,Approved,0,74,Low,In Progress
LA02249,Tamil Nadu,Irrigation,97.5,68.3,0,32.8,1,17,42.2,61.7,16,Not Required,Pending,0,106,Medium,In Progress
LA02250,Andhra Pradesh,Airport,123.9,62.6,1,44.8,4,36,36.2,47.9,48,Approved,Approved,48,174,Medium,In Progress
LA02251,Bihar,Metro,27.3,24.7,2,53.6,4,6,27.1,28.8,13,Approved,Approved,0,307,High,Early Stage
LA02252,Odisha,Metro,200.7,86.2,5,3.7,0,76,58.6,81.7,70,Pending,Approved,57,80,Low,In Progress
LA02253,Uttar Pradesh,Irrigation,54.9,64.9,1,19.3,3,56,71.7,54.8,34,Pending,Pending,76,204,Medium,In Progress
LA02254,Bihar,Airport,37.1,81.6,0,28.2,3,40,68.1,83.7,20,Approved,Pending,60,157,Medium,In Progress
LA02255,Madhya Pradesh,Metro,364.8,58.6,2,53.3,3,375,29.7,29.5,79,Approved,Approved,46,224,Medium,Early Stage
LA02256,Punjab,Highway,162.9,41.7,3,41.8,3,122,46.1,21.8,63,Approved,Approved,72,247,Medium,Early Stage
LA02257,Jharkhand,Railway,206.5,30.0,1,64.6,3,34,22.0,31.6,70,Approved,Pending,23,371,High,Early Stage
LA02258,Punjab,Power Transmission,132.5,56.5,1,44.5,4,26,63.9,33.0,24,Approved,Approved,49,221,Medium,Early Stage
LA02259,Maharashtra,Industrial Corridor,83.2,85.7,3,37.1,4,57,53.3,74.8,81,Pending,Approved,4,85,Low,In Progress
LA02260,Himachal Pradesh,Highway,71.0,79.3,1,12.8,4,12,63.9,47.5,84,Approved,Not Required,0,55,Low,In Progress
LA02261,Maharashtra,Irrigation,174.6,76.2,1,14.1,3,45,69.6,83.0,82,Approved,Not Required,27,70,Low,In Progress
LA02262,Himachal Pradesh,Irrigation,235.7,61.2,2,58.0,4,54,31.0,65.6,50,Approved,Not Required,62,170,Medium,In Progress
LA02263,Maharashtra,Metro,84.9,43.2,0,25.1,4,57,56.1,42.1,82,Approved,Not Required,68,224,Medium,Early Stage
LA02264,Bihar,Highway,524.1,55.6,1,44.1,3,563,42.4,64.4,65,Approved,Not Required,74,199,Medium,Early Stage
LA02265,Karnataka,Metro,76.1,68.2,5,51.8,5,82,56.1,71.0,50,Not Required,Pending,0,228,Medium,In Progress
LA02266,Gujarat,Highway,27.5,70.0,2,36.7,2,26,17.8,54.4,53,Approved,Pending,70,198,Medium,In Progress
LA02267,Punjab,Railway,20.8,67.8,3,50.1,1,13,34.5,66.5,39,Approved,Approved,126,194,Medium,In Progress
LA02268,Haryana,Airport,21.4,48.3,3,59.8,1,15,22.0,44.8,75,Approved,Not Required,0,186,Medium,Early Stage
LA02269,Karnataka,Power Transmission,63.3,75.9,1,38.3,4,49,76.1,28.8,49,Not Required,Pending,2,128,Medium,In Progress
LA02270,Himachal Pradesh,Railway,73.9,66.7,0,37.8,3,72,22.0,34.7,67,Pending,Approved,117,275,High,In Progress
LA02271,Rajasthan,Irrigation,160.8,30.9,1,39.3,5,182,10.5,16.0,57,Approved,Approved,60,269,Medium,Early Stage
LA02272,Rajasthan,Power Transmission,87.9,67.9,2,15.2,6,72,52.4,71.9,39,Pending,Approved,101,137,Medium,In Progress
LA02273,Madhya Pradesh,Highway,184.4,60.6,3,34.0,3,68,52.9,63.6,48,Approved,Approved,18,79,Low,In Progress
LA02274,West Bengal,Highway,93.5,79.5,2,3.8,4,57,72.1,69.2,77,Approved,Pending,121,207,Medium,In Progress
LA02275,Tamil Nadu,Industrial Corridor,91.1,22.3,3,65.0,2,19,22.8,16.6,50,Approved,Approved,35,324,High,Early Stage
LA02276,Andhra Pradesh,Industrial Corridor,55.1,46.1,2,74.0,3,63,27.1,24.5,35,Approved,Pending,6,210,Medium,Early Stage
LA02277,Uttar Pradesh,Railway,301.6,92.8,1,19.5,7,274,54.2,94.4,43,Pending,Pending,0,138,Medium,Near Completion
LA02278,Gujarat,Airport,24.5,33.1,2,56.3,2,24,48.5,18.1,71,Approved,Pending,0,261,Medium,Early Stage
LA02279,Telangana,Airport,116.3,48.6,6,28.6,4,124,48.0,42.4,43,Approved,Not Required,107,273,High,Early Stage
LA02280,Punjab,Industrial Corridor,77.1,83.6,2,22.4,2,41,61.5,62.4,31,Not Required,Not Required,0,127,Medium,In Progress
LA02281,Jharkhand,Industrial Corridor,174.9,59.1,3,38.3,3,107,34.3,43.7,84,Pending,Not Required,80,242,Medium,Early Stage
LA02282,Telangana,Highway,88.4,69.4,2,28.9,2,54,50.8,68.7,31,Pending,Not Required,113,237,Medium,In Progress
LA02283,Rajasthan,Highway,90.7,79.1,3,31.4,2,42,55.3,62.6,45,Pending,Approved,90,267,Medium,In Progress
LA02284,Jharkhand,Highway,71.8,72.3,3,22.2,2,82,48.8,51.4,14,Pending,Approved,8,144,Medium,In Progress
LA02285,Punjab,Power Transmission,294.2,73.2,1,31.2,0,194,43.5,45.4,69,Not Required,Not Required,0,78,Low,In Progress
LA02286,Chhattisgarh,Power Transmission,90.2,56.5,2,44.7,4,75,56.9,33.7,42,Not Required,Pending,75,239,Medium,Early Stage
LA02287,Uttarakhand,Irrigation,480.2,83.9,6,40.7,2,480,54.7,96.9,39,Approved,Approved,77,142,Medium,In Progress
LA02288,Chhattisgarh,Highway,113.5,83.1,1,25.4,4,77,56.4,71.2,28,Pending,Pending,115,172,Medium,In Progress
LA02289,Uttarakhand,Metro,91.7,48.7,2,35.9,5,55,50.8,44.8,35,Approved,Approved,0,168,Medium,Early Stage
LA02290,Andhra Pradesh,Highway,79.6,81.7,0,23.3,3,48,66.1,87.9,76,Approved,Not Required,78,61,Low,In Progress
LA02291,Telangana,Railway,145.4,81.6,2,30.7,1,36,83.7,67.6,81,Approved,Approved,127,149,Medium,In Progress
LA02292,Rajasthan,Highway,54.6,71.0,0,19.8,5,54,26.7,57.6,32,Not Required,Pending,18,139,Medium,In Progress
LA02293,Uttar Pradesh,Irrigation,101.9,67.8,2,23.9,3,116,50.0,54.2,61,Pending,Pending,133,261,Medium,In Progress
LA02294,Haryana,Highway,90.6,73.6,3,31.0,3,25,55.7,58.3,65,Approved,Not Required,49,160,Medium,In Progress
LA02295,Haryana,Airport,118.7,81.5,4,0.5,6,89,68.6,72.6,35,Approved,Pending,41,152,Medium,In Progress
LA02296,Chhattisgarh,Power Transmission,121.2,66.6,2,31.7,6,60,47.5,66.8,56,Approved,Approved,0,129,Medium,In Progress
LA02297,Tamil Nadu,Industrial Corridor,126.7,77.3,2,22.0,5,131,61.8,67.4,18,Approved,Pending,78,96,Medium,In Progress
LA02298,West Bengal,Highway,97.6,61.6,0,43.1,6,71,58.8,49.6,29,Approved,Approved,39,231,Medium,In Progress
LA02299,Uttar Pradesh,Power Transmission,341.6,41.3,1,36.5,2,314,20.2,9.0,83,Approved,Not Required,101,314,High,Early Stage
LA02300,Assam,Airport,128.9,50.8,1,36.7,2,133,50.8,67.6,80,Approved,Approved,86,211,Medium,Early Stage
LA02301,Madhya Pradesh,Railway,824.8,31.6,2,52.0,3,454,13.9,30.0,44,Approved,Pending,53,315,High,Early Stage
LA02302,Karnataka,Airport,93.9,72.4,1,21.5,2,48,56.4,60.7,37,Approved,Pending,85,194,Medium,In Progress
LA02303,Odisha,Irrigation,203.4,43.5,3,34.0,3,173,7.8,55.5,23,Approved,Not Required,0,240,Medium,Early Stage
LA02304,Assam,Metro,48.6,61.5,4,28.1,0,23,25.9,61.2,84,Pending,Not Required,33,161,Medium,In Progress
LA02305,Uttarakhand,Metro,296.1,43.8,1,20.2,2,249,22.5,40.2,31,Not Required,Approved,0,145,Medium,Early Stage
LA02306,Gujarat,Railway,49.5,78.3,2,14.7,4,41,37.9,50.0,51,Pending,Approved,101,212,Medium,In Progress
LA02307,Rajasthan,Highway,132.6,77.3,4,34.5,0,159,54.2,64.5,33,Approved,Not Required,23,108,Medium,In Progress
LA02308,Tamil Nadu,Irrigation,71.9,50.1,1,23.7,3,41,54.1,26.4,49,Not Required,Pending,52,184,Medium,Early Stage
LA02309,Rajasthan,Highway,132.2,81.3,2,12.0,5,111,58.2,70.8,48,Approved,Pending,144,178,Medium,In Progress
LA02310,Bihar,Railway,73.7,50.3,4,38.6,1,52,40.8,33.4,70,Pending,Approved,63,291,High,Early Stage
LA02311,Madhya Pradesh,Railway,46.0,49.5,0,50.9,2,23,67.0,47.8,27,Approved,Approved,83,109,Medium,Early Stage
LA02312,Gujarat,Highway,71.5,45.2,1,29.6,3,66,37.5,32.5,55,Approved,Pending,0,186,Medium,Early Stage
LA02313,Bihar,Railway,333.7,63.1,2,27.0,3,294,48.1,47.4,81,Approved,Pending,71,209,Medium,In Progress
LA02314,Gujarat,Airport,133.9,71.1,3,46.9,2,62,38.9,50.1,60,Not Required,Not Required,7,131,Medium,In Progress
LA02315,Uttar Pradesh,Railway,30.1,65.6,1,35.6,1,34,53.5,42.7,61,Pending,Approved,0,140,Medium,In Progress
LA02316,Maharashtra,Highway,228.4,77.4,2,35.2,3,159,70.9,60.0,71,Approved,Approved,0,63,Low,In Progress
LA02317,Gujarat,Irrigation,42.2,78.6,0,13.7,1,28,49.1,51.1,51,Approved,Not Required,77,124,Medium,In Progress
LA02318,Andhra Pradesh,Power Transmission,169.3,84.2,4,15.6,3,159,66.9,57.5,15,Approved,Pending,0,174,Medium,In Progress
LA02319,Assam,Railway,144.1,77.9,3,39.1,1,152,39.7,41.1,23,Approved,Not Required,71,203,Medium,In Progress
LA02320,Jharkhand,Railway,152.0,84.4,3,27.5,3,110,68.6,59.4,77,Approved,Approved,70,181,Medium,In Progress
LA02321,Gujarat,Highway,434.9,71.0,2,37.7,1,219,48.3,38.6,80,Approved,Pending,108,196,Medium,In Progress
LA02322,Maharashtra,Highway,44.5,52.9,2,49.0,5,45,46.6,33.4,36,Approved,Not Required,97,249,Medium,Early Stage
LA02323,Rajasthan,Railway,151.3,72.0,2,40.4,2,57,25.0,45.9,15,Pending,Pending,19,189,Medium,In Progress
LA02324,Punjab,Power Transmission,262.6,61.0,0,31.6,1,120,45.2,48.8,52,Approved,Approved,26,152,Medium,In Progress
LA02325,Haryana,Industrial Corridor,52.1,80.0,4,12.7,7,16,71.9,76.0,24,Approved,Approved,19,89,Low,In Progress
LA02326,Chhattisgarh,Railway,47.8,88.8,4,12.5,5,37,73.9,77.4,56,Approved,Pending,86,167,Medium,In Progress
LA02327,Rajasthan,Power Transmission,70.5,76.8,3,22.5,0,47,54.4,67.5,76,Approved,Approved,41,111,Medium,In Progress
LA02328,Tamil Nadu,Railway,118.6,77.3,5,0.2,2,43,20.2,61.8,55,Pending,Approved,42,166,Medium,In Progress
LA02329,Maharashtra,Highway,27.1,43.3,0,51.7,2,15,52.5,17.3,34,Not Required,Approved,84,266,Medium,Early Stage
LA02330,Karnataka,Railway,143.8,47.4,3,54.2,4,119,20.0,19.1,77,Pending,Not Required,0,278,High,Early Stage
LA02331,Gujarat,Highway,27.2,50.7,2,43.2,2,16,53.0,30.9,73,Not Required,Not Required,59,269,Medium,Early Stage
LA02332,Assam,Irrigation,270.2,48.5,1,35.1,1,245,24.3,30.3,78,Not Required,Approved,79,252,Medium,Early Stage
